permno,ticker,company_name,date,open_price,high_price,low_price,close_price,close_ratio
18411,SO,SOUTHERN CO,2015-02-01,50.65,51.14,45.22,45.79,0.9027996845425867
18542,CAT,CATERPILLAR INC,2015-02-01,80.08,85.8099,79.49,82.9,1.0366387395273227
18729,CL,COLGATE PALMOLIVE CO,2015-02-01,67.36,71.29,66.98,70.82,1.0488744075829384
19350,DE,DEERE & CO,2015-02-01,85.53,92.78,84.85,90.6,1.063505106233126
19393,BMY,BRISTOL MYERS SQUIBB CO,2015-02-01,60.71,61.605,58.65,60.92,1.0107848017255683
19561,BA,BOEING CO,2015-02-01,143.72,158.83,143.05,150.85001,1.0376969801196947
20482,ABT,ABBOTT LABORATORIES,2015-02-01,44.93,47.88,44.28,47.37,1.0583109919571045
21573,IP,INTERNATIONAL PAPER CO,2015-02-01,52.96,57.9,52.22,56.41,1.0712115457652867
21776,EXC,EXELON CORP,2015-02-01,36.0,36.985,32.61,33.92,0.9411764705882353
21936,PFE,PFIZER INC,2015-02-01,31.44,34.97,31.02,34.32,1.09824
22293,GLW,CORNING INC,2015-02-01,23.87,25.05,23.23,24.4,1.0265039966344132
22509,PPG,P P G INDUSTRIES INC,2015-02-01,221.25,237.41,219.88,235.38,1.056083991385499
22592,MMM,3M CO,2015-02-01,162.12,169.98,160.89,168.64999,1.0391250154035736
22752,MRK,MERCK & CO INC NEW,2015-02-01,60.5,61.06,57.73,58.54,0.971134704711347
22779,MSI,MOTOROLA SOLUTIONS INC,2015-02-01,62.74,70.26,61.89,67.94,1.0886075949367089
23026,FE,FIRSTENERGY CORP,2015-02-01,40.38,41.225,34.68,34.98,0.8673444086288123
23712,PEG,PUBLIC SERVICE ENTERPRISE GP INC,2015-02-01,42.63,43.69,39.0,42.06,0.985473289597001
23819,HAL,HALLIBURTON CO,2015-02-01,40.92,44.92,40.28,42.94,1.0737684421105276
23931,XEL,X C E L ENERGY INC,2015-02-01,37.56,37.84,34.595,35.28,0.9400479616306955
24010,ETR,ENTERGY CORP NEW,2015-02-01,87.56,89.52,78.15,79.51,0.9085818763569877
24109,AEP,AMERICAN ELECTRIC POWER CO INC,2015-02-01,62.81,63.51,57.005,57.58,0.9167330042986785
24643,AA,ALCOA INC,2015-02-01,15.82,17.1,14.7,14.79,0.9450479233226837
25320,CPB,CAMPBELL SOUP CO,2015-02-01,45.68,48.305,45.13,46.59,1.0185832968954962
25785,F,FORD MOTOR CO DEL,2015-02-01,14.75,16.62,14.735,16.34,1.1108089734874236
10145,HON,HONEYWELL INTERNATIONAL INC,2015-03-01,102.56,106.15,100.3,104.31,1.0148861646234677
11308,KO,COCA COLA CO,2015-03-01,43.12,43.28,39.61,40.55,0.9364896073903002
11404,ED,CONSOLIDATED EDISON INC,2015-03-01,63.06,63.07,58.65,61.0,0.9661070636680392
11674,DTE,D T E ENERGY CO,2015-03-01,81.91,82.01,76.84,80.69,0.983664512983055
11762,ETN,EATON CORP PLC,2015-03-01,71.01,71.49,66.04,67.94,0.9567666525841431
11850,XOM,EXXON MOBIL CORP,2015-03-01,88.34,88.52,82.68,85.0,0.960018070928394
12052,GD,GENERAL DYNAMICS CORP,2015-03-01,139.21001,140.62,131.33,135.73,0.9780227698515637
12060,GE,GENERAL ELECTRIC CO,2015-03-01,25.88,26.12,24.67,24.81,0.9545979222777992
12490,IBM,INTERNATIONAL BUSINESS MACHS COR,2015-03-01,161.67999,165.35001,153.39999,160.5,0.991107817710263
13856,PEP,PEPSICO INC,2015-03-01,98.9,99.3,92.24,95.62,0.9660537482319661
13901,MO,ALTRIA GROUP INC,2015-03-01,56.43,56.695,49.03,50.02,0.8886125421922189
13928,COP,CONOCOPHILLIPS,2015-03-01,65.36,65.36,60.57,62.26,0.9549079754601227
14541,CVX,CHEVRON CORP NEW,2015-03-01,106.32,107.69,100.66,104.98,0.9840644919385076
15579,TXN,TEXAS INSTRUMENTS INC,2015-03-01,59.07,59.99,54.62,57.185,0.9725340136054422
15720,EIX,EDISON INTERNATIONAL,2015-03-01,64.1,65.99,61.02,62.47,0.972295719844358
16600,HSY,HERSHEY CO,2015-03-01,103.62,104.2,98.27,100.91,0.9723453459240702
16678,KR,KROGER CO,2015-03-01,71.02,77.74,69.08,76.66,1.0774420238931834
17005,CVS,C V S HEALTH CORP,2015-03-01,104.1,105.4599,101.5,103.21,0.9936459035332628
17478,MHFI,MCGRAW HILL FINANCIAL INC,2015-03-01,103.34,109.13,100.79,103.4,1.002909796314258
17750,KMB,KIMBERLY CLARK CORP,2015-03-01,109.56,110.51,103.67,107.11,0.9767463067663688
17830,UTX,UNITED TECHNOLOGIES CORP,2015-03-01,121.83,123.5,115.02,117.2,0.9613649413501764
18163,PG,PROCTER & GAMBLE CO,2015-03-01,85.02,85.44,80.811,81.94,0.962527898508164
18411,SO,SOUTHERN CO,2015-03-01,45.8,45.8,43.5501,44.28,0.9670233675474994
18542,CAT,CATERPILLAR INC,2015-03-01,82.78,83.79,78.19,80.03,0.9653799758745476
18729,CL,COLGATE PALMOLIVE CO,2015-03-01,70.39,71.56,66.88,69.34,0.9791019486020898
19350,DE,DEERE & CO,2015-03-01,90.4,92.399,86.91,87.69,0.9678807947019867
19393,BMY,BRISTOL MYERS SQUIBB CO,2015-03-01,61.12,69.2,61.04,64.5,1.0587655942219305
19561,BA,BOEING CO,2015-03-01,150.75,156.91,145.96001,150.08,0.994895525694695
20482,ABT,ABBOTT LABORATORIES,2015-03-01,47.34,47.85,46.1,46.33,0.978045176271902
